title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Watership Down",tv,"Action, Adventure, Animation",2018,tt5670764,7.2,7349,
"Dr. Romantic",tv,"Drama, Romance",2016,tt6157190,8.4,5614,
"Night Light",tv,Drama,2016,tt6168004,6.6,382,
"Altered Carbon",tv,"Action, Adventure, Drama",2018,tt2261227,7.9,197327,
Mars,tv,"Adventure, Drama, Sci-Fi",2016,tt4939064,7.4,15420,
"Skylanders Academy",tv,"Action, Adventure, Animation",2016,tt5916218,6.7,1137,
3%,tv,"Action, Drama, Sci-Fi",2016,tt4922804,7.3,29392,
"Little Lunch",tv,"Comedy, Family",2015,tt3501734,8.4,795,
"1 Kadin 1 Erkek",tv,Comedy,2008,tt1809413,7.8,6117,
Captive,tv,Documentary,2016,tt6246500,6.8,869,
"Roman Empire",tv,"Biography, Documentary, Drama",2016,tt6233538,7,9960,
"El Chema",tv,"Action, Crime",2016,tt5730624,6.9,384,
"Hirugao: Love Affairs in the Afternoon",tv,"Drama, Romance",2014,tt3775200,7.4,499,
"Gilmore Girls: A Year in the Life",tv,"Comedy, Drama",2016,tt5435008,7.5,48017,
"Strong Girl Bong-soon",tv,"Comedy, Crime, Drama",2017,tt6263222,8.1,21059,
"Lego Friends",tv,Animation,2013,tt4049416,5.1,258,
"Kimi ni Todoke: From Me to You",tv,"Animation, Comedy, Drama",2009,tt1745240,7.8,7099,
Defendant,tv,"Crime, Drama, Mystery",2017,tt6256692,8,2246,
"The Sound of Your Heart",tv,Comedy,2016,tt4613520,8.1,1777,
"Good Manager",tv,"Comedy, Drama",2017,tt6352982,7.9,2000,
"10 Women in Black",tv,Mystery,2016,tt5919998,7.8,30,
"White Rabbit Project",tv,Reality-TV,2016,tt6048644,6.9,1782,
"One Day at a Time",tv,"Comedy, Drama",2017,tt5339440,8.1,19268,
"The OA",tv,"Drama, Fantasy, Mystery",2016,tt4635282,7.8,122755,
"One More Time",tv,Fantasy,2016,tt6212990,6.8,742,
Voice,tv,"Action, Crime, Mystery",2017,tt6212854,7.6,2924,
"Tokyo Trial",tv,"Drama, History",2016,tt4040530,7.3,2055,
"Julie's Greenroom",tv,"Comedy, Family, Musical",2017,tt5779222,8.1,373,
"Chasing Cameron",tv,Reality-TV,2016,tt6370626,3.7,1526,
"Miss Kobayashi's Dragon Maid",tv,"Animation, Comedy, Fantasy",2017,tt6185782,7.7,5975,
"Little Witch Academia",tv,"Adventure, Animation, Comedy",2017,tt6352180,7.8,4563,
"Masamune-kun's Revenge",tv,"Animation, Comedy, Drama",2017,tt6402190,6.5,4351,
Ransom,tv,"Crime, Drama, Thriller",2017,tt5809150,6.6,4369,
"Eternal Love",tv,"Drama, Fantasy, Romance",2017,tt6488862,8.3,3346,
"Saga of Tanya the Evil",tv,"Action, Adventure, Animation",2017,tt6455986,7.6,5061,
"Bill Nye Saves the World",tv,"Comedy, Talk-Show",2017,tt6021260,4,7461,
"Svet pod Hlavou",tv,"Comedy, Crime, Mystery",2017,tt5994826,7.6,310,
"Bobo Siebenschläfer",tv,Animation,2014,tt8811416,7.9,43,
"Female Prime Minister",tv,"Comedy, History, Romance",2013,tt6176636,8.2,426,
"Back to 1989",tv,Drama,2016,tt6273088,7.9,184,
"Tarzan and Jane",tv,"Action, Adventure, Animation",2017,tt6216718,4.9,339,
"Santa Clarita Diet",tv,"Comedy, Horror",2017,tt5580540,7.8,80507,
"Mary Kills People",tv,Drama,2017,tt6236572,7.5,4988,
Lalaloopsy,tv,"Adventure, Animation, Family",2013,tt2827502,4.8,166,
"Workin' Moms",tv,"Comedy, Drama",2017,tt6143796,7.8,24990,
Fauda,tv,"Action, Drama, Thriller",2015,tt4565380,8.3,40922,
"The Worst Witch",tv,"Family, Fantasy",2017,tt5721172,7.1,3559,
"BoBoiBoy Galaxy",tv,"Action, Adventure, Animation",2016,tt10178154,8.2,335,
Snatch,tv,"Comedy, Crime",2017,tt5992164,6.9,5784,
"Ejen Ali",tv,"Action, Adventure, Animation",2016,tt7967192,8.4,623,
Ozark,tv,"Crime, Drama, Thriller",2017,tt5071412,8.4,372394,
Masum,tv,"Crime, Drama, Mystery",2017,tt6478318,8.3,21172,
"A Life: Itoshiki Hito",tv,Drama,2017,tt6235440,6.8,420,
"My Runway",tv,"Comedy, Drama, Fantasy",2016,tt6968336,6.3,415,
Quartet,tv,"Comedy, Drama, Music",2017,tt6287398,7.8,1838,
"Terrace House: Aloha State",tv,"Drama, Reality-TV",2016,tt6588218,7.4,1172,
Detroiters,tv,Comedy,2017,tt4779762,8.2,7393,
"Ultimate Beastmaster",tv,"Game-Show, Reality-TV",2017,tt5607970,7.2,2856,
"World of Winx",tv,"Action, Animation, Comedy",2016,tt5874596,6.5,942,
"Life Plan a and B",tv,Drama,2016,tt7034962,7.8,136,
"Puffin Rock",tv,"Animation, Family",2015,tt3590338,8.6,1258,
"Luna Petunia",tv,"Animation, Family, Fantasy",2016,tt4588068,6.4,69,
"Chef's Table: France",tv,Documentary,2016,tt6088326,8.2,1941,
Whisper,tv,Drama,2017,tt6467330,7.1,235,
"Abstract: The Art of Design",tv,Documentary,2017,tt6333098,8.3,6091,
,tv,"Animation, Action & Adventure, Sci-Fi & Fantasy",2017,,,,
,tv,"Family, Comedy",1998,,,,
"Farmacia de guardia",tv,Comedy,1991,tt0098794,6.6,1010,
"QB1: Beyond the Lights",tv,"Documentary, Sport",2017,tt5771332,7.7,1004,
"The Haunted House",tv,"Adventure, Animation, Comedy",2016,tt9518312,7.2,248,
"I'm Taking the Day Off",tv,"Comedy, Drama, Romance",2014,tt3893132,6.5,322,
"My Only Love Song",tv,"Comedy, Fantasy, Romance",2017,tt6125832,6.9,929,
"Somewhere Between",tv,"Drama, Mystery, Sci-Fi",2017,tt6467294,6.3,7294,
"Legend Quest",tv,"Action, Adventure, Animation",2017,tt5038900,7.3,583,
"A Touch of Green",tv,"Drama, War",2015,tt5231950,8.3,475,
"Ask the StoryBots",tv,"Adventure, Animation, Comedy",2016,tt5846856,8.5,1126,
"Buddy Thunderstruck",tv,"Action, Animation, Comedy",2017,tt6591468,7.7,569,
"TIME: The Kalief Browder Story",tv,"Biography, Documentary",2017,tt6133034,8.4,2994,
Riviera,tv,"Drama, Thriller",2017,tt5936448,6.7,9464,
"Five Came Back",tv,"Biography, Documentary, History",2017,tt6587094,8.2,5494,
Salvation,tv,"Drama, Sci-Fi, Thriller",2017,tt6170874,6.9,25191,
"The Replacement",tv,"Crime, Drama, Thriller",2017,tt6410708,6.5,3483,
Dark,tv,"Crime, Drama, Mystery",2017,tt5753856,8.7,496511,
GLOW,tv,"Comedy, Drama, Sport",2017,tt5770786,8,52934,
"The Perfect Match",tv,Romance,2017,tt9882870,7.1,305,
Kingdom,tv,"Action, Drama, Horror",2019,tt6611916,8.3,59967,
"Man to Man",tv,"Action, Drama, Thriller",2017,tt6032762,7.3,1883,
Stranger,tv,"Crime, Drama, Mystery",2017,tt6461346,8.4,11283,
"While You Were Sleeping",tv,"Comedy, Drama, Fantasy",2017,tt6256484,8.3,11672,
Bonusfamiljen,tv,"Comedy, Drama",2017,tt5372890,7.6,5367,
"Dear White People",tv,"Comedy, Drama",2017,tt5707802,6.4,26931,
"Lego Friends: The Power of Friendship",tv,Animation,2016,tt6464612,6.8,93,
"Samurai Gourmet",tv,"Adventure, Comedy",2017,tt6304676,8,2488,
"Anne with an E",tv,"Drama, Family",2017,tt5421602,8.6,74728,
"Fight for My Way",tv,"Comedy, Romance",2017,tt6824234,8.1,11306,
"Dave Chappelle",tv,"Comedy, Documentary",2017,tt6963504,8.6,3165,
"Grimoire of Zero",tv,"Adventure, Animation, Fantasy",2017,tt6477270,6.8,964,
Ingobernable,tv,"Crime, Drama, Mystery",2017,tt6495756,7,3585,
"Rich House, Poor House",tv,Documentary,2017,tt6713768,6.6,155,
Castlevania,tv,"Action, Adventure, Animation",2017,tt6517102,8.3,89850,
"Super Wings",tv,"Adventure, Animation, Family",2015,tt3600266,5.9,480,
"A las once en casa",tv,Comedy,1998,tt0165561,4,139,
"Troy: Fall of a City",tv,"Action, Adventure, Romance",2018,tt5103758,4.1,16079,
"Cable Girls",tv,"Drama, History",2017,tt5674718,7.5,17095,
"CRISIS: Special Security Squad",tv,"Action, Crime, Drama",2017,tt6421916,6.9,334,
"Band of Sisters",tv,"Drama, Romance",2017,tt6788732,8,46,
Disjointed,tv,Comedy,2017,tt5884792,6.8,11971,
,tv,"Kids, Animation",2016,,,,
,tv,"Kids, Animation",2013,,,,
"Frankenstein in Love",tv,Romance,2017,tt6506822,6.2,46,
"My Sassy Girl",tv,"Comedy, Romance",2017,tt6175760,6.9,1011,
"Suspicious Partner",tv,"Comedy, Crime, Drama",2017,tt6720154,7.7,8717,
"Hot Girls Wanted: Turned On",tv,Documentary,2017,tt6333104,6.6,2450,
"El Chapo",tv,"Biography, Crime, Drama",2017,tt6692188,7.8,21581,
"The Lady in Dignity",tv,"Drama, Mystery, Romance",2017,tt6898288,7.4,396,
"T'choupi à l'école",tv,"Animation, Family",2013,tt4232308,7.1,20,
"The New Legends of Monkey",tv,"Action, Adventure, Comedy",2018,tt6807662,6.5,5217,
Atypical,tv,"Comedy, Drama",2017,tt6315640,8.2,109966,
"4 Blocks",tv,"Crime, Drama",2017,tt5754602,8.2,10248,
"Black Lightning",tv,"Action, Drama, Sci-Fi",2018,tt6045840,6.1,28297,
"Princess Agents",tv,"Action, Drama, Romance",2017,tt6978870,7.5,1487,
"White Gold",tv,Comedy,2017,tt6010920,7.3,13672,
"The Good Doctor",tv,Drama,2017,tt6470478,8,123515,
"Good Girls",tv,"Comedy, Crime, Drama",2018,tt6474378,7.7,65385,
"A.P. Bio",tv,Comedy,2018,tt6461726,7.4,20688,
"Seven Day Queen",tv,"Drama, Romance",2017,tt6788748,7.6,888,
"The Alienist",tv,"Crime, Drama, Mystery",2018,tt4604612,7.7,63168,
"The Dark Crystal: Age of Resistance",tv,"Adventure, Family, Fantasy",2019,tt6905542,8.4,28388,
"All Hail King Julien: Exiled",tv,"Adventure, Animation, Comedy",2017,tt6865906,7.4,773,
"Anata no Koto wa Sore Hodo",tv,Romance,2017,tt6552026,6.2,67,
"Friends from College",tv,"Comedy, Drama",2017,tt5565334,6.9,24251,
"The Witcher",tv,"Action, Adventure, Drama",2019,tt5180504,7.9,597322,
"The Forest",tv,"Crime, Drama",2017,tt6560040,7.2,14181,
Dynasty,tv,Drama,2017,tt6128300,7.2,26159,
"Koi to uso",tv,"Animation, Drama, Romance",2017,tt7158574,6.2,959,
"Escape at Dannemora",tv,"Biography, Crime, Drama",2018,tt6866266,7.9,31866,
"Ackley Bridge",tv,"Drama, Romance",2017,tt6636246,7.1,2329,
"Miniforce - New Heroes Rise",tv,"Action, Adventure, Animation",2016,tt6446792,6,61,
"Diary of Tootsies",tv,"Comedy, Drama, Romance",2016,tt6453014,7.5,176,
Fate/Apocrypha,tv,"Action, Animation, Drama",2017,tt6424454,6.6,2994,
"La Piloto",tv,"Action, Drama",2017,tt6607810,5.7,408,
"The Advisors Alliance",tv,"Biography, Drama, History",2017,tt7070302,7.8,381,
"Sick Note",tv,"Comedy, Crime",2017,tt5770788,6.7,9344,
Happy!,tv,"Action, Comedy, Crime",2017,tt2452242,8.1,44804,
"School 2017",tv,"Comedy, Drama, Mystery",2017,tt7020608,7.5,2601,
"Boule & Bill",tv,Animation,2016,tt6634766,6.6,24,
"The Minimighty Kids",tv,"Animation, Comedy",2008,tt5017444,6.7,85,
"Strongest Deliveryman",tv,"Drama, Romance",2017,tt7022748,7.3,1186,
"Unit 42",tv,"Crime, Drama, Thriller",2017,tt6136644,6.9,2811,
Tales,tv,Drama,2017,tt6971054,6,554,
"Free Rein",tv,"Action, Adventure, Comedy",2017,tt6928052,7.1,2769,
"My Little Pony: Equestria Girls Specials",tv,"Animation, Comedy, Family",2017,tt6800902,6.8,787,
"Classroom of the Elite",tv,"Animation, Drama, Thriller",2017,tt7263328,7.7,18684,
"Inside the World's Toughest Prisons",tv,Documentary,2016,tt6322264,7.2,4256,
"Are You Human Too?",tv,"Comedy, Drama, Romance",2018,tt7817966,7.9,3510,
"Reunited Worlds",tv,"Fantasy, Romance",2017,tt7056766,7.2,482,
"Alias Grace",tv,"Biography, Crime, Drama",2017,tt1034007,7.6,40218,
"She's Gotta Have It",tv,Comedy,2017,tt3713588,6.9,5195,
"Made in Abyss",tv,"Action, Adventure, Animation",2017,tt7222086,8.3,18478,
"The Standups",tv,Comedy,2017,tt7107518,6.6,1493,
"We Did It",tv,"Action, Comedy, Drama",2017,tt6946370,6.3,157,
"My Golden Life",tv,"Comedy, Drama, Romance",2017,tt7278550,7.4,1233,
"The Indian Detective",tv,"Comedy, Crime, Drama",2017,tt5797220,6.5,3596,
"Killing Eve",tv,"Action, Adventure, Drama",2018,tt7016936,8.1,147155,
"Ghost Wars",tv,"Drama, Fantasy, Horror",2017,tt6856484,6.2,5923,
"Patrick Melrose",tv,Drama,2018,tt6586318,8,34238,
Safe,tv,"Crime, Drama, Mystery",2018,tt7902072,7.2,58298,
"Line of Separation",tv,"Drama, History",2015,tt3658364,7.5,1428,
"Demi-Gods and Semi-Devils",tv,"Action, Drama, History",1997,tt0827972,8,521,
"The Haunting of Hill House",tv,"Drama, Horror, Mystery",2018,tt6763664,8.5,311774,
"Ari Shaffir: Double Negative",tv,Comedy,2017,tt6254796,6.8,826,
,tv,"Reality, Talk",2016,,,,
"Feuer & Flamme: Mit Feuerwehrmännern im Einsatz",tv,Documentary,2017,tt7995922,8.7,140,
"Heart Signal",tv,"Reality-TV, Romance",2017,tt16444020,7.6,66,
Negotiator,tv,"Drama, Romance",2017,tt6798964,6.2,122,
"Children of the Whales",tv,"Animation, Drama, Fantasy",2017,tt7484994,7,1984,
Disenchantment,tv,"Action, Adventure, Animation",2018,tt5363918,7.2,77157,
"Please Take Care of My Refrigerator",tv,Reality-TV,2014,tt4546444,8.7,89,
"Tales by Light",tv,Documentary,2015,tt5350276,8.2,2093,
"Daughters of Destiny",tv,Documentary,2017,tt1877895,8.6,1045,
"A Little Help with Carol Burnett",tv,Talk-Show,2018,tt7204366,6.2,264,
Knightfall,tv,"Action, Adventure, Drama",2017,tt4555364,6.8,22791,
"American Vandal",tv,"Comedy, Crime, Drama",2017,tt6877772,8.1,34213,
"Wet Hot American Summer: Ten Years Later",tv,Comedy,2017,tt5669272,6.8,10106,
"Trust Me",tv,"Drama, Mystery, Thriller",2017,tt6708260,7,3319,
Loudermilk,tv,"Comedy, Drama",2017,tt5957766,7.8,22749,
"Black Clover",tv,"Action, Adventure, Animation",2017,tt7441658,8.2,42508,
"True and the Rainbow Kingdom",tv,"Adventure, Animation, Comedy",2017,tt5607658,7,600,
"Million Yen Women",tv,"Crime, Mystery, Romance",2017,tt6686450,7.5,2211,
"Maggie & Bianca: Fashion Friends",tv,"Comedy, Drama, Family",2016,tt6155478,5.9,236,
Maniac,tv,"Comedy, Drama, Sci-Fi",2018,tt5580146,7.6,90656,
Zbrodnia,tv,"Action, Crime",2014,tt4173216,6.3,869,"AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GT, HN, HU, IN, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LT, LU, LV, LY, MC, MD, ME, MG, MK, ML, MU, MX, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SE, SI, SM, SN, SV, TH, TN, TR, TT, TZ, US, UY, VE, YE, ZA, ZW"
Godless,tv,"Action, Drama, Western",2017,tt5516154,8.2,86545,
"The Magic School Bus Rides Again",tv,"Adventure, Animation, Comedy",2017,tt3869122,6.3,1012,
Warrior,tv,"Action, Crime, Drama",2019,tt5743796,8.4,50534,
"Odd Squad",tv,"Action, Adventure, Comedy",2014,tt3900614,7.3,1919,
Liar,tv,"Crime, Drama, Thriller",2017,tt6021284,7.1,11809,
"Legacy, a Kate McDougal Investigation",tv,"Crime, Drama, Mystery",2016,tt5653438,6.2,86,
"Temperature of Love",tv,"Comedy, Romance",2017,tt7208182,7,722,
Wormwood,tv,"Biography, Drama",2017,tt7306056,7,4930,
"Greenhouse Academy",tv,"Adventure, Comedy, Drama",2017,tt6076336,6.6,7539,
"A Boy Named Flora A",tv,"Comedy, Drama",2017,tt6284014,7.8,370,
"Final Fantasy XIV: Dad of Light",tv,Drama,2017,tt6497076,7.1,700,
"Suburra: Blood on Rome",tv,"Action, Crime, Drama",2017,tt7197684,7.9,17415,
"Lego Elves: Secrets of Elvendale",tv,"Adventure, Animation, Family",2017,tt7322926,6.5,253,
Back,tv,"Comedy, Drama",2017,tt5676590,7.3,4099,
"The Confession Tapes",tv,"Crime, Documentary",2017,tt7349602,7.5,5846,
"Fire Chasers",tv,Documentary,2017,tt7293754,6.6,432,
"The Ancient Magus' Bride",tv,"Animation, Drama, Fantasy",2017,tt7326322,7.6,4587,
"Fatal Attraction",tv,"Crime, Documentary",2013,tt2912216,7.6,469,
"Zak Storm",tv,"Action, Adventure, Animation",2016,tt4209752,7,317,
Inuyashiki,tv,"Action, Animation, Drama",2017,tt6340502,7.6,6061,
"The Resident",tv,Drama,2018,tt6483832,7.8,40927,
"Legend of the Galactic Heroes: Die Neue These",tv,"Action, Animation, Drama",2018,tt7407236,7.7,801,
"Neo Yokio",tv,"Action, Adventure, Animation",2017,tt7343832,5.9,3692,
"Go Back Couple",tv,"Drama, Fantasy, Romance",2017,tt7418578,8.2,2013,
"Because This Is My First Life",tv,"Comedy, Drama, Romance",2017,tt7278588,8,9557,
"Mad Dog",tv,"Crime, Drama, Thriller",2017,tt7396412,7.6,1294,
"Jack Whitehall: Travels with My Father",tv,"Comedy, Documentary",2017,tt7453996,7.6,6233,
Superstition,tv,"Drama, Fantasy, Horror",2017,tt7379872,5.1,2122,
"Witch's Court",tv,"Crime, Drama, Mystery",2017,tt7428488,7.4,712,
"Lego Bionicle: The Journey to One",tv,"Action, Adventure, Animation",2016,tt5075942,5.3,255,
"Mashkiny strashilki",tv,"Animation, Family",2014,tt4570676,6,80,
"Big Mouth",tv,"Animation, Comedy, Romance",2017,tt6524350,7.8,94876,
"Paul Hollywood's Big Continental Road Trip",tv,Documentary,2017,tt7936386,7.4,268,
"Das Pubertier",tv,Family,2017,tt6756454,5.1,114,
Kulipari,tv,"Action, Adventure, Animation",2016,tt6035850,6.7,328,
,tv,Reality,2017,,,,
"Hey Duggee",tv,"Adventure, Animation, Comedy",2014,tt4291050,8.8,1594,
"Sweet Enemy",tv,Drama,2017,tt7090762,6.9,11,
"Die Frau vom Checkpoint Charlie",tv,Drama,2007,tt0908423,6.2,362,DE
"In the Long Run",tv,Comedy,2017,tt7464074,7.4,1432,
"Grizzy and the Lemmings",tv,"Adventure, Animation, Comedy",2016,tt6717058,7.2,1199,
"Rosario Tijeras",tv,"Action, Crime, Drama",2016,tt6340304,6.2,600,
"Harley Quinn",tv,"Action, Adventure, Animation",2019,tt7658402,8.4,41327,
"Super Monsters",tv,"Adventure, Animation, Comedy",2017,tt6214876,6.1,504,
"The Day I Met El Chapo: The Kate Del Castillo Story",tv,"Biography, Documentary",2017,tt7334894,6.8,1224,
"I'm Not a Robot",tv,"Comedy, Romance, Sci-Fi",2017,tt7521778,8,8787,
Rikuô,tv,Drama,2017,tt6372724,7.2,512,
"Carmen Sandiego",tv,"Action, Adventure, Animation",2019,tt7042146,7.9,7759,
"Brother - Black Power",tv,"Crime, Drama, Thriller",2017,tt7475940,6.7,183,
Deadwind,tv,"Crime, Drama, Mystery",2018,tt6616260,7.3,14492,
"Prison Playbook",tv,"Comedy, Drama",2017,tt7622902,8.4,5670,
"Rain or Shine",tv,"Drama, Romance",2017,tt7521898,8.1,3741,
"Nothing to Lose",tv,"Drama, Romance",2017,tt7608128,6.7,221,
"Beyond Stranger Things",tv,"Documentary, Talk-Show",2017,tt7570990,7.4,2292,
"The Big Family Cooking Showdown",tv,Reality-TV,2017,tt7518558,7,774,
Exorcist,tv,"Animation, Comedy, Horror",2017,tt8875960,7.6,595,
Erased,tv,"Drama, Fantasy, Mystery",2017,tt7573686,7.8,4702,
"The Sisters",tv,"Animation, Comedy, Family",2017,tt12363714,7.8,90,
,tv,Drama,2015,,,,
"The Umbrella Academy",tv,"Action, Adventure, Comedy",2019,tt1312171,7.8,305204,
"Blazing Transfer Students",tv,"Action, Adventure, Comedy",2017,tt7931520,6.6,152,
"Black Knight",tv,"Fantasy, Romance",2017,tt7608190,6.6,679,
"Stretch Armstrong & the Flex Fighters",tv,"Action, Adventure, Animation",2017,tt1379164,6.1,395,
"A Korean Odyssey",tv,"Comedy, Fantasy, Horror",2017,tt7099334,7.9,6816,
"Shot in the Dark",tv,"Documentary, Reality-TV",2017,tt7644680,7.9,2120,
"The Terror",tv,"Adventure, Drama, Horror",2018,tt2708480,7.8,58472,
"Devilman Crybaby",tv,"Action, Animation, Drama",2018,tt6660498,7.6,32775,
"Violet Evergarden",tv,"Animation, Drama, Family",2018,tt7078180,8.4,35307,
,tv,Comedy,2017,,,,
"The Letdown",tv,Comedy,2017,tt7320300,7.4,4292,
"Itô kun A to E",tv,"Comedy, Drama, Romance",2017,tt7134506,6.7,278,
Wolf,tv,"Action, Drama, Thriller",2018,tt7146600,8.1,8934,
"A Love So Beautiful",tv,"Comedy, Drama, Romance",2017,tt8434720,7.9,2099,
"Narcisa Sãlbaticã",tv,Drama,2010,tt2128042,8.1,41,
Titans,tv,"Action, Adventure, Crime",2018,tt1043813,7.5,116673,
"Seven Seconds",tv,"Crime, Drama",2018,tt6297682,7.7,21870,
"Part-Time Idol",tv,"Comedy, Drama, Family",2017,tt8835780,6.4,177,
,tv,,2017,,,,
"13 Commandments",tv,"Crime, Mystery, Thriller",2017,tt5203748,7,3457,
Unnatural,tv,"Drama, Mystery",2018,tt7521882,8.1,2634,
"Lost in Space",tv,"Adventure, Drama, Family",2018,tt5232792,7.3,110035,
"Bad Guys: Vile City",tv,"Action, Crime, Drama",2017,tt12404980,7.4,368,
"After the Rain",tv,"Animation, Drama, Romance",2018,tt6591406,7.4,1915,
"Terrace House: Opening New Doors",tv,"Drama, Reality-TV",2017,tt7776244,7.8,1140,
Wilder,tv,"Crime, Drama, Mystery",2017,tt6276768,7.3,872,
"Mr. Sunshine",tv,"Action, Drama, History",2018,tt7094780,8.7,12521,
"Mob Psycho 100",tv,"Action, Comedy, Sci-Fi",2018,tt7701694,5.1,664,
"The Toys That Made Us",tv,"Comedy, Documentary, History",2017,tt7053920,7.9,6319,
Dumb,tv,"Action, Crime, Drama",2016,tt6575296,7.9,266,
Dope,tv,"Crime, Documentary",2017,tt7782022,7.3,1881,
"Mystery Science Theater 3000",tv,"Comedy, Drama, Fantasy",2017,tt6782014,8.1,4261,
"Médico de familia",tv,"Comedy, Drama",1995,tt0115284,5.3,718,
"Care Bears and Cousins",tv,Animation,2015,tt4680360,6.7,108,
Anone,tv,Drama,2018,tt7674958,6.7,129,
"Laid-Back Camp",tv,"Adventure, Animation, Comedy",2018,tt7742120,8.1,2244,
"Fate/Extra Last Encore",tv,"Action, Animation, Fantasy",2018,tt7940468,5.4,1049,
IDOLiSH7,tv,"Animation, Comedy, Drama",2017,tt11834102,7,145,
Kokkoku,tv,"Animation, Drama, Mystery",2018,tt7933666,6.9,874,
"Pop Team Epic",tv,"Animation, Comedy",2018,tt7808370,6.9,1104,
"Derry Girls",tv,Comedy,2018,tt7120662,8.5,69629,
Rotten,tv,Documentary,2018,tt7763662,7.2,4174,
"My Next Guest Needs No Introduction with David Letterman",tv,Talk-Show,2018,tt7829834,7.8,6430,
Donna,tv,"Comedy, Drama",2018,tt7845464,7,151,
"The Seamstress",tv,"Drama, Western",2017,tt10604178,7.3,33,
Fugueuse,tv,Drama,2018,tt7960258,7.6,848,
"Trolls: The Beat Goes On!",tv,"Adventure, Animation, Comedy",2018,tt7539608,5.9,1087,
"Somebody Feed Phil",tv,"Adventure, Documentary",2018,tt7752034,8.3,7389,
"Dirty Money",tv,"Crime, Documentary",2018,tt7889220,8.1,10546,
Botoks,tv,"Drama, Thriller",2018,tt7813550,4.7,331,
Kakegurui,tv,"Drama, Thriller",2018,tt7691766,6.8,1477,
"Everything Sucks!",tv,"Comedy, Drama",2018,tt7078710,7.4,24602,
"72 Dangerous Animals: Latin America",tv,Documentary,2017,tt7909708,6.5,773,
"Drug Lords",tv,"Biography, Crime, Documentary",2018,tt7935522,6.8,1613,
"Welcome to Waikiki",tv,"Comedy, Drama",2018,tt7890304,8.1,4194,
"Welcome to the Family",tv,Comedy,2018,tt7490342,6.7,584,
"Kiss Me First",tv,"Drama, Mystery, Sci-Fi",2018,tt5730690,6.3,4323,
"Dogs of Berlin",tv,"Action, Crime, Drama",2018,tt6839788,7.5,15024,
"My Mister",tv,"Drama, Family",2018,tt7923710,9,13051,
"Llama Llama",tv,"Adventure, Animation, Family",2018,tt4781350,6.3,328,
Elite,tv,"Crime, Drama, Thriller",2018,tt7134908,7.1,97494,
"Pinky Malinky",tv,"Animation, Comedy, Family",2018,tt5621544,5.8,1498,
Misty,tv,"Drama, Mystery, Romance",2018,tt7890244,7.8,1018,
"The Rain",tv,"Drama, Sci-Fi, Thriller",2018,tt6656238,6.3,44112,
"On My Block",tv,"Comedy, Drama",2018,tt7879820,7.8,20960,
"Golden Kamuy",tv,"Action, Adventure, Animation",2018,tt8225204,8,3049,
Collateral,tv,"Crime, Drama, Mystery",2018,tt6729080,6.8,23022,
"Coach Snoop",tv,"Documentary, Reality-TV, Sport",2016,tt5697642,6.9,671,
"Luna Petunia: Return to Amazia",tv,Animation,2018,tt7924854,5.1,56,
Requiem,tv,"Drama, Fantasy, Mystery",2018,tt6712390,6.4,7704,
"Turning Mecard",tv,"Action, Adventure, Animation",2015,tt7905120,8.2,84,
"Alexa & Katie",tv,"Comedy, Drama, Family",2018,tt6916746,7.5,7346,
Shababnikim,tv,"Comedy, Drama",2017,tt7865452,8.1,629,
"Queer Eye",tv,Reality-TV,2018,tt7259746,8.5,21881,
Tornado,tv,"Action, Drama, Thriller",2006,tt0478300,4.9,468,"AT, CH, DE"
"The Mechanism",tv,"Crime, Drama, Thriller",2018,tt6873658,8,36999,
"H2O: Mermaid Adventures",tv,"Adventure, Animation, Comedy",2015,tt4610750,5.4,311,
Vida,tv,"Comedy, Drama",2018,tt7725422,7.4,4030,
Rapture,tv,"Documentary, Music",2018,tt7981052,7.1,613,
"The Joel McHale Show with Joel McHale",tv,"Comedy, Talk-Show",2018,tt7895706,7.1,2561,
,tv,Comedy,2017,,,,
"First Team: Juventus",tv,"Documentary, Reality-TV, Sport",2018,tt7924812,7.2,2239,
"Lekarze na start",tv,Drama,2017,tt7401034,6.7,13,
"Re: Mind",tv,"Horror, Mystery, Thriller",2017,tt7332652,5,2006,
"Cobra Kai",tv,"Action, Comedy, Drama",2018,tt7221388,8.4,232590,
"A Discovery of Witches",tv,"Drama, Fantasy, Romance",2018,tt2177461,7.8,70784,
"Captain Tsubasa",tv,"Animation, Drama, Family",2018,tt7784442,8.1,2575,
"BG: Personal Bodyguard",tv,Drama,2018,tt7533478,6.7,498,
Tempted,tv,"Drama, Mystery, Romance",2018,tt7923816,7.1,2727,
"Hitler's Circle of Evil",tv,"Biography, Documentary, History",2018,tt6600720,8,5527,
"The Innocents",tv,"Drama, Horror, Mystery",2018,tt8021824,6.3,6468,
"La linea verticale",tv,Drama,2018,tt7863950,7.7,341,
"Ugly Delicious",tv,"Adventure, Documentary",2018,tt7907916,7.7,3866,
